age,sex,mort,inc,prev,ylds..years.lived.with.disability._rate_copd,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease
52,female,4.9849934803965345e-5,0.0047357331863916085,0.08764570932206159,0.005575500516959267,7629,Copd,0,50,50,4,0,5,female_Copd
53,female,4.9849934803965345e-5,0.0047357331863916085,0.08764570932206159,0.005575500516959267,7629,Copd,0,50,50,4,0,5,female_Copd
54,female,4.9849934803965345e-5,0.0047357331863916085,0.08764570932206159,0.005575500516959267,7629,Copd,0,50,50,4,0,5,female_Copd
55,female,1.1945518835332774e-4,0.0057992057572118115,0.11359633853697344,0.007241198213224487,6580,Copd,0,50,55,6,1,5,female_Copd
56,female,1.1945518835332774e-4,0.0057992057572118115,0.11359633853697344,0.007241198213224487,6580,Copd,0,50,55,6,1,5,female_Copd
57,female,1.1945518835332774e-4,0.0057992057572118115,0.11359633853697344,0.007241198213224487,6580,Copd,0,50,55,6,1,5,female_Copd
58,female,1.1945518835332774e-4,0.0057992057572118115,0.11359633853697344,0.007241198213224487,6580,Copd,0,50,55,6,1,5,female_Copd
59,female,1.1945518835332774e-4,0.0057992057572118115,0.11359633853697344,0.007241198213224487,6580,Copd,0,50,55,6,1,5,female_Copd
60,female,3.2273002043763885e-4,0.007375973651906422,0.14524745335540595,0.009310787048438636,5725,Copd,0,50,60,7,2,5,female_Copd
61,female,3.2273002043763885e-4,0.007375973651906422,0.14524745335540595,0.009310787048438636,5725,Copd,0,50,60,7,2,5,female_Copd
62,female,3.2273002043763885e-4,0.007375973651906422,0.14524745335540595,0.009310787048438636,5725,Copd,0,50,60,7,2,5,female_Copd
63,female,3.2273002043763885e-4,0.007375973651906422,0.14524745335540595,0.009310787048438636,5725,Copd,0,50,60,7,2,5,female_Copd
64,female,3.2273002043763885e-4,0.007375973651906422,0.14524745335540595,0.009310787048438636,5725,Copd,0,50,60,7,2,5,female_Copd
65,female,6.572662278316348e-4,0.009100153136552932,0.18391945267001283,0.011947800068506332,5670,Copd,0,50,65,9,4,5,female_Copd
66,female,6.572662278316348e-4,0.009100153136552932,0.18391945267001283,0.011947800068506332,5670,Copd,0,50,65,9,4,5,female_Copd
67,female,6.572662278316348e-4,0.009100153136552932,0.18391945267001283,0.011947800068506332,5670,Copd,0,50,65,9,4,5,female_Copd
68,female,6.572662278316348e-4,0.009100153136552932,0.18391945267001283,0.011947800068506332,5670,Copd,0,50,65,9,4,5,female_Copd
69,female,6.572662278316348e-4,0.009100153136552932,0.18391945267001283,0.011947800068506332,5670,Copd,0,50,65,9,4,5,female_Copd
70,female,0.0011323827354957367,0.009879526148120732,0.2281173573626518,0.014980427514392382,5104,Copd,0,50,70,11,6,5,female_Copd
71,female,0.0011323827354957367,0.009879526148120732,0.2281173573626518,0.014980427514392382,5104,Copd,0,50,70,11,6,5,female_Copd
72,female,0.0011323827354957367,0.009879526148120732,0.2281173573626518,0.014980427514392382,5104,Copd,0,50,70,11,6,5,female_Copd
73,female,0.0011323827354957367,0.009879526148120732,0.2281173573626518,0.014980427514392382,5104,Copd,0,50,70,11,6,5,female_Copd
74,female,0.0011323827354957367,0.009879526148120732,0.2281173573626518,0.014980427514392382,5104,Copd,0,50,70,11,6,5,female_Copd
75,female,0.0020556806004752453,0.008959973219291855,0.27072172606780975,0.017843937471513305,3792,Copd,0,50,75,14,8,5,female_Copd
76,female,0.0020556806004752453,0.008959973219291855,0.27072172606780975,0.017843937471513305,3792,Copd,0,50,75,14,8,5,female_Copd
77,female,0.0020556806004752453,0.008959973219291855,0.27072172606780975,0.017843937471513305,3792,Copd,0,50,75,14,8,5,female_Copd
78,female,0.0020556806004752453,0.008959973219291855,0.27072172606780975,0.017843937471513305,3792,Copd,0,50,75,14,8,5,female_Copd
79,female,0.0020556806004752453,0.008959973219291855,0.27072172606780975,0.017843937471513305,3792,Copd,0,50,75,14,8,5,female_Copd
80,female,0.0033039975421313987,0.007968995277006764,0.30333623931389964,0.01987830741522283,2983,Copd,0,20,80,6,10,5,female_Copd
81,female,0.0033039975421313987,0.007968995277006764,0.30333623931389964,0.01987830741522283,2983,Copd,0,20,80,6,10,5,female_Copd
82,female,0.0033039975421313987,0.007968995277006764,0.30333623931389964,0.01987830741522283,2983,Copd,0,20,80,6,10,5,female_Copd
83,female,0.0033039975421313987,0.007968995277006764,0.30333623931389964,0.01987830741522283,2983,Copd,0,20,80,6,10,5,female_Copd
84,female,0.0033039975421313987,0.007968995277006764,0.30333623931389964,0.01987830741522283,2983,Copd,0,20,80,6,10,5,female_Copd
85,female,0.0055036262702597046,0.009151420340017487,0.3307450769010891,0.021277391989204714,2001,Copd,0,20,85,7,11,5,female_Copd
86,female,0.0055036262702597046,0.009151420340017487,0.3307450769010891,0.021277391989204714,2001,Copd,0,20,85,7,11,5,female_Copd
87,female,0.0055036262702597046,0.009151420340017487,0.3307450769010891,0.021277391989204714,2001,Copd,0,20,85,7,11,5,female_Copd
88,female,0.0055036262702597046,0.009151420340017487,0.3307450769010891,0.021277391989204714,2001,Copd,0,20,85,7,11,5,female_Copd
89,female,0.0055036262702597046,0.009151420340017487,0.3307450769010891,0.021277391989204714,2001,Copd,0,20,85,7,11,5,female_Copd
90,female,0.008192226098712913,0.015656934216997473,0.3687907104878297,0.023062795494049052,1019,Copd,0,10,90,4,8,5,female_Copd
91,female,0.008192226098712913,0.015656934216997473,0.3687907104878297,0.023062795494049052,1019,Copd,0,10,90,4,8,5,female_Copd
92,female,0.008192226098712913,0.015656934216997473,0.3687907104878297,0.023062795494049052,1019,Copd,0,10,90,4,8,5,female_Copd
93,female,0.008192226098712913,0.015656934216997473,0.3687907104878297,0.023062795494049052,1019,Copd,0,10,90,4,8,5,female_Copd
94,female,0.008192226098712913,0.015656934216997473,0.3687907104878297,0.023062795494049052,1019,Copd,0,10,90,4,8,5,female_Copd
95,female,0.014443077037734942,0.02396452575120023,0.4362642273937897,0.026328706875588442,275,Copd,0,10,95,4,4,6,female_Copd
96,female,0.014443077037734942,0.02396452575120023,0.4362642273937897,0.026328706875588442,275,Copd,0,10,95,4,4,6,female_Copd
97,female,0.014443077037734942,0.02396452575120023,0.4362642273937897,0.026328706875588442,275,Copd,0,10,95,4,4,6,female_Copd
98,female,0.014443077037734942,0.02396452575120023,0.4362642273937897,0.026328706875588442,275,Copd,0,10,95,4,4,6,female_Copd
99,female,0.014443077037734942,0.02396452575120023,0.4362642273937897,0.026328706875588442,275,Copd,0,10,95,4,4,6,female_Copd
100,female,0.014443077037734942,0.02396452575120023,0.4362642273937897,0.026328706875588442,275,Copd,0,10,95,4,4,6,female_Copd
